time_iso8601,stars_cumulative
2016-11-05 00:00:00+00:00,1
2016-11-07 00:00:00+00:00,3
2016-11-10 00:00:00+00:00,4
2016-11-14 00:00:00+00:00,5
2016-11-20 00:00:00+00:00,6
2016-11-27 00:00:00+00:00,7
2016-11-30 00:00:00+00:00,8
2016-12-04 00:00:00+00:00,9
2016-12-11 00:00:00+00:00,10
2016-12-15 00:00:00+00:00,11
2016-12-20 00:00:00+00:00,12
2016-12-29 00:00:00+00:00,13
2017-01-06 00:00:00+00:00,14
2017-01-12 00:00:00+00:00,15
2017-01-17 00:00:00+00:00,16
2017-01-20 00:00:00+00:00,17
2017-02-06 00:00:00+00:00,18
2017-02-07 00:00:00+00:00,19
2017-02-08 00:00:00+00:00,20
2017-02-09 00:00:00+00:00,21
2017-02-15 00:00:00+00:00,22
2017-02-16 00:00:00+00:00,25
2017-02-17 00:00:00+00:00,27
2017-02-19 00:00:00+00:00,28
2017-02-21 00:00:00+00:00,29
2017-02-23 00:00:00+00:00,30
2017-02-26 00:00:00+00:00,31
2017-02-27 00:00:00+00:00,32
2017-02-28 00:00:00+00:00,33
2017-03-04 00:00:00+00:00,34
2017-03-06 00:00:00+00:00,35
2017-03-07 00:00:00+00:00,39
2017-03-11 00:00:00+00:00,40
2017-03-15 00:00:00+00:00,42
2017-03-16 00:00:00+00:00,43
2017-03-17 00:00:00+00:00,44
2017-03-19 00:00:00+00:00,45
2017-03-20 00:00:00+00:00,48
2017-03-21 00:00:00+00:00,52
2017-03-23 00:00:00+00:00,53
2017-03-26 00:00:00+00:00,54
2017-03-27 00:00:00+00:00,56
2017-03-28 00:00:00+00:00,57
2017-03-30 00:00:00+00:00,58
2017-04-02 00:00:00+00:00,59
2017-04-03 00:00:00+00:00,60
2017-04-04 00:00:00+00:00,61
2017-04-05 00:00:00+00:00,63
2017-04-06 00:00:00+00:00,73
2017-04-07 00:00:00+00:00,77
2017-04-09 00:00:00+00:00,79
2017-04-14 00:00:00+00:00,81
2017-04-20 00:00:00+00:00,83
2017-04-22 00:00:00+00:00,84
2017-04-23 00:00:00+00:00,85
2017-04-25 00:00:00+00:00,86
2017-04-26 00:00:00+00:00,87
2017-04-28 00:00:00+00:00,88
2017-05-01 00:00:00+00:00,89
2017-05-02 00:00:00+00:00,91
2017-05-03 00:00:00+00:00,94
2017-05-04 00:00:00+00:00,96
2017-05-05 00:00:00+00:00,99
2017-05-07 00:00:00+00:00,100
2017-05-08 00:00:00+00:00,101
2017-05-22 00:00:00+00:00,102
2017-05-25 00:00:00+00:00,103
2017-05-27 00:00:00+00:00,104
2017-05-29 00:00:00+00:00,105
2017-05-31 00:00:00+00:00,106
2017-06-01 00:00:00+00:00,107
2017-06-02 00:00:00+00:00,109
2017-06-03 00:00:00+00:00,110
2017-06-05 00:00:00+00:00,111
2017-06-06 00:00:00+00:00,113
2017-06-07 00:00:00+00:00,114
2017-06-09 00:00:00+00:00,115
2017-06-12 00:00:00+00:00,116
2017-06-13 00:00:00+00:00,117
2017-06-15 00:00:00+00:00,120
2017-06-16 00:00:00+00:00,121
2017-06-21 00:00:00+00:00,122
2017-06-22 00:00:00+00:00,126
2017-06-26 00:00:00+00:00,127
2017-06-27 00:00:00+00:00,129
2017-07-04 00:00:00+00:00,130
2017-07-05 00:00:00+00:00,131
2017-07-06 00:00:00+00:00,132
2017-07-07 00:00:00+00:00,133
2017-07-11 00:00:00+00:00,135
2017-07-12 00:00:00+00:00,136
2017-07-14 00:00:00+00:00,138
2017-07-21 00:00:00+00:00,141
2017-07-23 00:00:00+00:00,142
2017-07-24 00:00:00+00:00,149
2017-07-25 00:00:00+00:00,151
2017-07-26 00:00:00+00:00,152
2017-07-28 00:00:00+00:00,154
2017-07-29 00:00:00+00:00,155
2017-08-01 00:00:00+00:00,156
2017-08-02 00:00:00+00:00,157
2017-08-05 00:00:00+00:00,158
2017-08-07 00:00:00+00:00,162
2017-08-10 00:00:00+00:00,163
2017-08-14 00:00:00+00:00,164
2017-08-15 00:00:00+00:00,165
2017-08-16 00:00:00+00:00,168
2017-08-17 00:00:00+00:00,170
2017-08-20 00:00:00+00:00,171
2017-08-21 00:00:00+00:00,173
2017-08-25 00:00:00+00:00,175
2017-08-29 00:00:00+00:00,177
2017-08-30 00:00:00+00:00,178
2017-08-31 00:00:00+00:00,183
2017-09-02 00:00:00+00:00,188
2017-09-03 00:00:00+00:00,189
2017-09-04 00:00:00+00:00,190
2017-09-06 00:00:00+00:00,191
2017-09-09 00:00:00+00:00,192
2017-09-10 00:00:00+00:00,193
2017-09-11 00:00:00+00:00,194
2017-09-12 00:00:00+00:00,195
2017-09-13 00:00:00+00:00,197
2017-09-15 00:00:00+00:00,198
2017-09-20 00:00:00+00:00,199
2017-09-22 00:00:00+00:00,200
2017-09-23 00:00:00+00:00,201
2017-09-25 00:00:00+00:00,202
2017-09-29 00:00:00+00:00,203
2017-10-04 00:00:00+00:00,204
2017-10-05 00:00:00+00:00,206
2017-10-07 00:00:00+00:00,208
2017-10-08 00:00:00+00:00,210
2017-10-13 00:00:00+00:00,211
2017-10-17 00:00:00+00:00,212
2017-10-18 00:00:00+00:00,213
2017-10-19 00:00:00+00:00,216
2017-10-20 00:00:00+00:00,218
2017-10-24 00:00:00+00:00,219
2017-10-26 00:00:00+00:00,220
2017-10-29 00:00:00+00:00,221
2017-10-30 00:00:00+00:00,222
2017-10-31 00:00:00+00:00,223
2017-11-01 00:00:00+00:00,224
2017-11-02 00:00:00+00:00,226
2017-11-03 00:00:00+00:00,227
2017-11-05 00:00:00+00:00,229
2017-11-08 00:00:00+00:00,239
2017-11-09 00:00:00+00:00,246
2017-11-10 00:00:00+00:00,250
2017-11-11 00:00:00+00:00,253
2017-11-13 00:00:00+00:00,254
2017-11-14 00:00:00+00:00,255
2017-11-17 00:00:00+00:00,258
2017-11-20 00:00:00+00:00,259
2017-11-22 00:00:00+00:00,262
2017-11-23 00:00:00+00:00,263
2017-11-30 00:00:00+00:00,264
2017-12-01 00:00:00+00:00,265
2017-12-03 00:00:00+00:00,266
2017-12-04 00:00:00+00:00,268
2017-12-05 00:00:00+00:00,270
2017-12-06 00:00:00+00:00,273
2017-12-07 00:00:00+00:00,275
2017-12-11 00:00:00+00:00,276
2017-12-12 00:00:00+00:00,278
2017-12-18 00:00:00+00:00,279
2017-12-26 00:00:00+00:00,280
2017-12-29 00:00:00+00:00,281
2018-01-03 00:00:00+00:00,282
2018-01-07 00:00:00+00:00,283
2018-01-09 00:00:00+00:00,286
2018-01-12 00:00:00+00:00,287
2018-01-17 00:00:00+00:00,289
2018-01-18 00:00:00+00:00,292
2018-01-19 00:00:00+00:00,293
2018-01-20 00:00:00+00:00,294
2018-01-21 00:00:00+00:00,296
2018-01-23 00:00:00+00:00,298
2018-01-27 00:00:00+00:00,299
2018-01-28 00:00:00+00:00,301
2018-01-29 00:00:00+00:00,302
2018-01-30 00:00:00+00:00,303
2018-01-31 00:00:00+00:00,305
2018-02-02 00:00:00+00:00,307
2018-02-04 00:00:00+00:00,308
2018-02-06 00:00:00+00:00,313
2018-02-08 00:00:00+00:00,314
2018-02-09 00:00:00+00:00,315
2018-02-11 00:00:00+00:00,317
2018-02-12 00:00:00+00:00,319
2018-02-13 00:00:00+00:00,320
2018-02-14 00:00:00+00:00,322
2018-02-15 00:00:00+00:00,324
2018-02-20 00:00:00+00:00,326
2018-02-21 00:00:00+00:00,327
2018-02-22 00:00:00+00:00,329
2018-02-23 00:00:00+00:00,330
2018-02-24 00:00:00+00:00,331
2018-02-25 00:00:00+00:00,332
2018-02-26 00:00:00+00:00,334
2018-02-27 00:00:00+00:00,335
2018-03-01 00:00:00+00:00,337
2018-03-02 00:00:00+00:00,338
2018-03-04 00:00:00+00:00,341
2018-03-05 00:00:00+00:00,342
2018-03-07 00:00:00+00:00,344
2018-03-08 00:00:00+00:00,345
2018-03-09 00:00:00+00:00,346
2018-03-10 00:00:00+00:00,347
2018-03-12 00:00:00+00:00,349
2018-03-13 00:00:00+00:00,355
2018-03-14 00:00:00+00:00,357
2018-03-15 00:00:00+00:00,358
2018-03-16 00:00:00+00:00,359
2018-03-17 00:00:00+00:00,360
2018-03-20 00:00:00+00:00,362
2018-03-21 00:00:00+00:00,364
2018-03-22 00:00:00+00:00,367
2018-03-23 00:00:00+00:00,368
2018-03-25 00:00:00+00:00,370
2018-03-26 00:00:00+00:00,371
2018-03-27 00:00:00+00:00,374
2018-03-28 00:00:00+00:00,378
2018-03-29 00:00:00+00:00,381
2018-03-30 00:00:00+00:00,382
2018-04-02 00:00:00+00:00,383
2018-04-03 00:00:00+00:00,386
2018-04-04 00:00:00+00:00,391
2018-04-05 00:00:00+00:00,392
2018-04-07 00:00:00+00:00,393
2018-04-08 00:00:00+00:00,398
2018-04-09 00:00:00+00:00,401
2018-04-10 00:00:00+00:00,402
2018-04-12 00:00:00+00:00,406
2018-04-13 00:00:00+00:00,408
2018-04-14 00:00:00+00:00,410
2018-04-15 00:00:00+00:00,411
2018-04-16 00:00:00+00:00,412
2018-04-18 00:00:00+00:00,414
2018-04-20 00:00:00+00:00,415
2018-04-25 00:00:00+00:00,417
2018-04-26 00:00:00+00:00,418
2018-04-30 00:00:00+00:00,419
2018-05-01 00:00:00+00:00,423
2018-05-02 00:00:00+00:00,426
2018-05-03 00:00:00+00:00,429
2018-05-04 00:00:00+00:00,431
2018-05-05 00:00:00+00:00,433
2018-05-07 00:00:00+00:00,435
2018-05-08 00:00:00+00:00,436
2018-05-10 00:00:00+00:00,438
2018-05-11 00:00:00+00:00,439
2018-05-12 00:00:00+00:00,443
2018-05-13 00:00:00+00:00,444
2018-05-14 00:00:00+00:00,446
2018-05-17 00:00:00+00:00,450
2018-05-18 00:00:00+00:00,453
2018-05-20 00:00:00+00:00,455
2018-05-21 00:00:00+00:00,459
2018-05-22 00:00:00+00:00,463
2018-05-23 00:00:00+00:00,465
2018-05-24 00:00:00+00:00,467
2018-05-25 00:00:00+00:00,469
2018-05-27 00:00:00+00:00,472
2018-05-29 00:00:00+00:00,473
2018-05-30 00:00:00+00:00,474
2018-05-31 00:00:00+00:00,478
2018-06-01 00:00:00+00:00,482
2018-06-02 00:00:00+00:00,487
2018-06-03 00:00:00+00:00,488
2018-06-04 00:00:00+00:00,490
2018-06-05 00:00:00+00:00,494
2018-06-06 00:00:00+00:00,498
2018-06-07 00:00:00+00:00,503
2018-06-08 00:00:00+00:00,505
2018-06-09 00:00:00+00:00,510
2018-06-10 00:00:00+00:00,512
2018-06-11 00:00:00+00:00,519
2018-06-12 00:00:00+00:00,522
2018-06-14 00:00:00+00:00,525
2018-06-15 00:00:00+00:00,526
2018-06-16 00:00:00+00:00,530
2018-06-17 00:00:00+00:00,531
2018-06-18 00:00:00+00:00,534
2018-06-19 00:00:00+00:00,537
2018-06-20 00:00:00+00:00,542
2018-06-21 00:00:00+00:00,543
2018-06-22 00:00:00+00:00,544
2018-06-23 00:00:00+00:00,545
2018-06-24 00:00:00+00:00,547
2018-06-25 00:00:00+00:00,548
2018-06-28 00:00:00+00:00,552
2018-06-29 00:00:00+00:00,556
2018-07-01 00:00:00+00:00,558
2018-07-02 00:00:00+00:00,559
2018-07-03 00:00:00+00:00,565
2018-07-04 00:00:00+00:00,568
2018-07-05 00:00:00+00:00,572
2018-07-07 00:00:00+00:00,574
2018-07-08 00:00:00+00:00,575
2018-07-09 00:00:00+00:00,576
2018-07-10 00:00:00+00:00,583
2018-07-11 00:00:00+00:00,590
2018-07-12 00:00:00+00:00,591
2018-07-13 00:00:00+00:00,593
2018-07-14 00:00:00+00:00,595
2018-07-16 00:00:00+00:00,597
2018-07-17 00:00:00+00:00,598
2018-07-18 00:00:00+00:00,599
